Temperature(°),W12(um),W34(um),W58(um),W6(um),W7(um),Idc(uA),Length(um),Gain(db),Bandwidth(Hz),GBW(MHz),Power(uW),PM(degree),GM(dB),PSRR(dB),SlewRate (V/us),CMRR,Class
-40,8,30,54,30,30,130,0.18,51.7533,29482.2,46.7693,2283.14,48.7863,4.77609,52.2594,9.5085,57.1064,2
-40,8,30,54.2,30,30,130,0.18,51.7508,29494.4,46.7991,2283.31,48.7409,4.76804,52.2668,9.5134,57.1016,2
-40,8,30,54.3,30,30,130,0.18,51.7483,29506.5,46.8288,2283.47,48.6956,4.76001,52.2743,9.5183,57.0967,2
-40,8,30,54.4,30,30,130,0.18,51.7457,29518.8,46.8584,2283.63,48.6503,4.752,52.2818,9.5232,57.0919,2
-40,8,30,54.5,30,30,130,0.18,51.7432,29531.1,46.8879,2283.79,48.605,4.74399,52.2892,9.5281,57.0872,2
-40,8,30,54.6,30,30,130,0.18,51.7407,29543.3,46.9173,2283.96,48.5597,4.736,52.2966,9.533,57.0824,2
-40,8,30,54.8,30,30,130,0.18,51.7382,29555.6,46.9467,2284.12,48.5144,4.72803,52.3041,9.5378,57.0777,2
-40,8,30,54.9,30,30,130,0.18,51.7357,29567.9,46.9759,2284.27,48.4691,4.72006,52.3114,9.5427,57.0729,2
-40,8,30,55,30,30,130,0.18,51.7332,29580.1,47.0051,2284.43,48.4238,4.71211,52.3188,9.5475,57.0682,2
-40,8,30,55.1,30,30,130,0.18,51.7307,29592.3,47.0342,2284.59,48.3786,4.70417,52.3262,9.5524,57.0635,2
-40,8,30,55.2,30,30,130,0.18,51.7282,29604.5,47.0632,2284.74,48.3333,4.69625,52.3335,9.5572,57.0588,2
-40,8,30,55.3,30,30,130,0.18,51.7257,29616.7,47.0921,2284.9,48.2881,4.68833,52.3408,9.562,57.0542,2
-40,8,30,55.5,30,30,130,0.18,51.7231,29628.9,47.121,2285.05,48.2428,4.68043,52.3481,9.5668,57.0495,2
-40,8,30,55.6,30,30,130,0.18,51.7206,29641.1,47.1498,2285.21,48.1976,4.67255,52.3554,9.5716,57.0449,2
-40,8,30,55.7,30,30,130,0.18,51.7181,29653.3,47.1785,2285.36,48.1524,4.66467,52.3627,9.5764,57.0403,2
-40,8,30,55.8,30,30,130,0.18,51.7156,29665.4,47.2071,2285.51,48.1071,4.65681,52.37,9.5811,57.0357,2
-40,8,30,55.9,30,30,130,0.18,51.7131,29677.5,47.2356,2285.66,48.0619,4.64896,52.3772,9.5859,57.0311,2
-40,8,30,56,30,30,130,0.18,51.7106,29689.7,47.264,2285.81,48.0167,4.64112,52.3844,9.5907,57.0265,2
-40,8,30,56.2,30,30,130,0.18,51.7081,29701.8,47.2924,2285.96,47.9715,4.6333,52.3916,9.5954,57.022,2
-40,8,30,56.3,30,30,130,0.18,51.7055,29713.9,47.3207,2286.11,47.9263,4.62549,52.3988,9.6001,57.0174,2
-40,8,30,56.4,30,30,130,0.18,51.703,29726,47.3489,2286.25,47.8812,4.61769,52.406,9.6048,57.0129,2
-40,8,30,56.5,30,30,130,0.18,51.7005,29738,47.3771,2286.4,47.836,4.6099,52.4131,9.6094,57.0084,2
-40,8,30,56.6,30,30,130,0.18,51.698,29750.1,47.4051,2286.55,47.7908,4.60213,52.4203,9.614,57.0039,2
-40,8,30,56.8,30,30,130,0.18,51.6955,29762.2,47.4331,2286.69,47.7457,4.59436,52.4274,9.6186,56.9994,2
-40,8,30,56.9,30,30,130,0.18,51.693,29774.2,47.461,2286.83,47.7005,4.58661,52.4345,9.6232,56.9949,2
-40,8,30,57,30,30,130,0.18,51.6905,29786.2,47.4889,2286.98,47.6554,4.57887,52.4416,9.6278,56.9905,2
-40,8,30,57.1,30,30,130,0.18,51.6879,29798.3,47.5166,2287.12,47.6102,4.57115,52.4487,9.6324,56.986,2
-40,8,30,57.2,30,30,130,0.18,51.6854,29810.3,47.5443,2287.26,47.5651,4.56343,52.4557,9.6369,56.9816,2
-40,8,30,57.3,30,30,130,0.18,51.6829,29822.3,47.5719,2287.4,47.52,4.55573,52.4628,9.6415,56.9772,2
-40,8,30,57.5,30,30,130,0.18,51.6804,29834.2,47.5994,2287.54,47.4749,4.54804,52.4698,9.6461,56.9728,2
-40,8,30,57.6,30,30,130,0.18,51.6779,29846.2,47.6269,2287.68,47.4297,4.54036,52.4768,9.6507,56.9684,2
-40,8,30,57.7,30,30,130,0.18,51.6754,29858.2,47.6543,2287.81,47.3846,4.5327,52.4838,9.6552,56.9641,2
-40,8,30,57.8,30,30,130,0.18,51.6728,29870.1,47.6816,2287.95,47.3395,4.52504,52.4908,9.6598,56.9597,2
-40,8,30,57.9,30,30,130,0.18,51.6703,29882.1,47.7088,2288.09,47.2944,4.5174,52.4978,9.6643,56.9554,2
-40,8,30,58.1,30,30,130,0.18,51.6678,29894,47.736,2288.22,47.2493,4.50977,52.5047,9.6689,56.9511,2
-40,8,30,58.2,30,30,130,0.18,51.6653,29905.9,47.7631,2288.35,47.2043,4.50215,52.5117,9.6734,56.9468,2
-40,8,30,58.3,30,30,130,0.18,51.6628,29917.8,47.7901,2288.49,47.1592,4.49455,52.5186,9.6779,56.9425,2
-40,8,30,58.4,30,30,130,0.18,51.6603,29929.8,47.8171,2288.62,47.1141,4.48695,52.5255,9.6824,56.9382,2
-40,8,30,58.5,30,30,130,0.18,51.6577,29941.6,47.844,2288.75,47.069,4.47936,52.5324,9.6869,56.9339,2
-40,8,30,58.6,30,30,130,0.18,51.6552,29953.5,47.8708,2288.88,47.024,4.47179,52.5393,9.6914,56.9297,2
-40,8,30,58.8,30,30,130,0.18,51.6527,29965.4,47.8976,2289.01,46.9789,4.46423,52.5461,9.6959,56.9255,2
-40,8,30,58.9,30,30,130,0.18,51.6502,29977.3,47.9243,2289.14,46.9339,4.45668,52.553,9.7004,56.9212,2
-40,8,30,59,30,30,130,0.18,51.6476,29989.1,47.951,2289.27,46.8888,4.44914,52.5598,9.7049,56.917,2
-40,8,30,59.1,30,30,130,0.18,51.6451,30001,47.9776,2289.4,46.8438,4.44161,52.5666,9.7093,56.9128,2
-40,8,30,59.2,30,30,130,0.18,51.6426,30012.8,48.0041,2289.52,46.7987,4.4341,52.5734,9.7138,56.9087,2
-40,8,30,59.3,30,30,130,0.18,51.6401,30024.6,48.0305,2289.65,46.7537,4.42659,52.5802,9.7182,56.9045,2
-40,8,30,59.5,30,30,130,0.18,51.6376,30036.4,48.0569,2289.78,46.7087,4.4191,52.587,9.7226,56.9004,2
-40,8,30,59.6,30,30,130,0.18,51.635,30048.2,48.0832,2289.9,46.6636,4.41162,52.5937,9.7271,56.8963,2
-40,8,30,59.7,30,30,130,0.18,51.6325,30060,48.1095,2290.02,46.6186,4.40415,52.6005,9.7315,56.8922,2
-40,8,30,59.8,30,30,130,0.18,51.63,30071.8,48.1357,2290.15,46.5736,4.39668,52.6072,9.736,56.8883,2
-40,8,30,59.9,30,30,130,0.18,51.6275,30083.6,48.1618,2290.27,46.5286,4.38924,52.6139,9.7404,56.8844,2
-40,8,30,60.1,30,30,130,0.18,51.6249,30095.4,48.1878,2290.39,46.4836,4.3818,52.6206,9.7448,56.8805,2
-40,8,30,60.2,30,30,130,0.18,51.6224,30107.1,48.2138,2290.51,46.4386,4.37437,52.6273,9.7492,56.8767,2
-40,8,30,60.3,30,30,130,0.18,51.6199,30118.9,48.2397,2290.63,46.3936,4.36695,52.634,9.7536,56.8729,2
-40,8,30,60.4,30,30,130,0.18,51.6174,30130.6,48.2656,2290.75,46.3486,4.35955,52.6406,9.758,56.8691,2
-40,8,30,60.5,30,30,130,0.18,51.6148,30142.4,48.2914,2290.87,46.3036,4.35215,52.6473,9.7624,56.8653,2
-40,8,30,60.6,30,30,130,0.18,51.6123,30154.1,48.3171,2290.99,46.2586,4.34477,52.6539,9.7667,56.8614,2
-40,8,30,60.8,30,30,130,0.18,51.6098,30165.8,48.3427,2291.1,46.2136,4.33739,52.6605,9.7711,56.8576,2
-40,8,30,60.9,30,30,130,0.18,51.6072,30177.5,48.3683,2291.22,46.1686,4.33003,52.6671,9.7755,56.8538,2
-40,8,30,61,30,30,130,0.18,51.6047,30189.2,48.3938,2291.33,46.1236,4.32268,52.6737,9.7798,56.8501,2
-40,8,30,61.1,30,30,130,0.18,51.6022,30200.9,48.4193,2291.45,46.0786,4.31533,52.6803,9.7841,56.8464,2
-40,8,30,61.2,30,30,130,0.18,51.5997,30212.7,48.4447,2291.56,46.0337,4.308,52.6868,9.7885,56.8427,2
-40,8,30,61.3,30,30,130,0.18,51.5971,30224.5,48.47,2291.68,45.9887,4.30068,52.6934,9.7928,56.839,2
-40,8,30,61.5,30,30,130,0.18,51.5946,30236.3,48.4953,2291.79,45.9437,4.29337,52.6999,9.7971,56.8354,2
-40,8,30,61.6,30,30,130,0.18,51.5921,30248.1,48.5205,2291.9,45.8987,4.28607,52.7064,9.8014,56.8317,2
-40,8,30,61.7,30,30,130,0.18,51.5895,30259.9,48.5457,2292.01,45.8538,4.27878,52.7129,9.8057,56.8281,2
-40,8,30,61.8,30,30,130,0.18,51.587,30271.7,48.5707,2292.12,45.8088,4.2715,52.7194,9.81,56.8245,2
-40,8,30,61.9,30,30,130,0.18,51.5845,30283.5,48.5958,2292.23,45.7639,4.26423,52.7259,9.8143,56.8208,2
-40,8,30,62.1,30,30,130,0.18,51.5819,30295.2,48.6207,2292.34,45.7189,4.25697,52.7323,9.8185,56.8172,2
-40,8,30,62.2,30,30,130,0.18,51.5794,30307,48.6456,2292.45,45.6739,4.24972,52.7388,9.8228,56.8082,2
-40,8,30,62.3,30,30,130,0.18,51.5769,30318.7,48.6705,2292.56,45.629,4.24248,52.7452,9.8271,56.8044,2
-40,8,30,62.4,30,30,130,0.18,51.5743,30330.5,48.6952,2292.66,45.584,4.23525,52.7516,9.8313,56.8005,2
-40,8,30,62.5,30,30,130,0.18,51.5718,30342.2,48.7199,2292.77,45.5391,4.22804,52.7581,9.8355,56.7967,2
-40,8,30,62.6,30,30,130,0.18,51.5692,30353.9,48.7446,2292.87,45.4941,4.22083,52.7644,9.8398,56.7929,2
-40,8,30,62.8,30,30,130,0.18,51.5667,30365.6,48.7692,2292.98,45.4492,4.21363,52.7708,9.844,56.7891,2
-40,8,30,62.9,30,30,130,0.18,51.5642,30377.4,48.7937,2293.08,45.4042,4.20644,52.7772,9.8482,56.7853,2
-40,8,30,63,30,30,130,0.18,51.5616,30389.1,48.8182,2293.19,45.3593,4.19926,52.7835,9.8524,56.7815,2
-40,8,30,63.1,30,30,130,0.18,51.5591,30400.7,48.8426,2293.29,45.3144,4.19209,52.7899,9.8566,56.7777,2
-40,8,30,63.2,30,30,130,0.18,51.5566,30412.4,48.867,2293.39,45.2694,4.18493,52.7962,9.8608,56.774,2
-40,8,30,63.4,30,30,130,0.18,51.554,30424.1,48.8913,2293.49,45.2245,4.17778,52.8025,9.8649,56.7702,2
-40,8,30,63.5,30,30,130,0.18,51.5515,30435.8,48.9155,2293.59,45.1795,4.17064,52.8088,9.8691,56.7666,2
-40,8,30,63.6,30,30,130,0.18,51.5489,30447.5,48.9397,2293.69,45.1346,4.16351,52.8151,9.8732,56.7631,2
-40,8,30,63.7,30,30,130,0.18,51.5464,30459.1,48.9638,2293.79,45.0897,4.15639,52.8214,9.8774,56.7597,2
-40,8,30,63.8,30,30,130,0.18,51.5438,30470.8,48.9879,2293.89,45.0447,4.14928,52.8277,9.8815,56.7559,2
-40,8,30,63.9,30,30,130,0.18,51.5413,30482.4,49.012,2293.99,44.9998,4.14218,52.8339,9.8857,56.7522,2
-40,8,30,64.1,30,30,130,0.18,51.5387,30494.1,49.036,2294.09,44.9549,4.13509,52.8401,9.8898,56.7486,2
-40,8,30,64.2,30,30,130,0.18,51.5362,30505.7,49.06,2294.18,44.9099,4.12801,52.8464,9.8939,56.7449,2
-40,8,30,64.3,30,30,130,0.18,51.5337,30517.3,49.0839,2294.28,44.865,4.12094,52.8526,9.898,56.7412,2
-40,8,30,64.4,30,30,130,0.18,51.5311,30528.9,49.1077,2294.38,44.8201,4.11388,52.8588,9.9021,56.7376,2
-40,8,30,64.5,30,30,130,0.18,51.5286,30540.5,49.1315,2294.47,44.7752,4.10682,52.865,9.9062,56.7339,2
-40,8,30,64.6,30,30,130,0.18,51.526,30552.2,49.1552,2294.57,44.7302,4.09978,52.8711,9.9103,56.7303,2
-40,8,30,64.8,30,30,130,0.18,51.5235,30563.8,49.1789,2294.66,44.6853,4.09275,52.8773,9.9144,56.7267,2
-40,8,30,64.9,30,30,130,0.18,51.5209,30575.4,49.2025,2294.75,44.6404,4.08572,52.8835,9.9185,56.723,2
-40,8,30,65,30,30,130,0.18,51.5184,30586.9,49.2261,2294.84,44.5954,4.07871,52.8896,9.9226,56.7194,2
-27,8,30,18,30,30,130,0.18,52.1453,24313.4,26.1012,2115.2,64.5491,8.49888,47.9448,6.6407,60.2322,2
-27,8,30,18.1,30,30,130,0.18,52.152,24314.8,26.2228,2116.02,64.487,8.47944,47.9705,6.6557,60.2096,2
-27,8,30,18.2,30,30,130,0.18,52.1585,24316.7,26.3439,2116.83,64.4251,8.46011,47.996,6.6707,60.1872,2
-27,8,30,18.4,30,30,130,0.18,52.1647,24319.3,26.4651,2117.64,64.3633,8.44088,48.0213,6.6858,60.165,2
-27,8,30,18.5,30,30,130,0.18,52.1706,24322.5,26.5851,2118.44,64.3018,8.42174,48.0464,6.7006,60.1429,2
-27,8,30,18.6,30,30,130,0.18,52.1763,24326.1,26.7039,2119.24,64.2403,8.40271,48.0714,6.7153,60.1211,2
-27,8,30,18.7,30,30,130,0.18,52.1816,24330.4,26.8215,2120.04,64.1791,8.38377,48.0961,6.7301,60.0994,2
-27,8,30,18.8,30,30,130,0.18,52.1868,24335.1,26.9383,2120.83,64.118,8.36494,48.1207,6.7447,60.0779,2
-27,8,30,18.9,30,30,130,0.18,52.1917,24340.2,27.0554,2121.62,64.057,8.34619,48.1451,6.7593,60.0566,2
-27,8,30,19.1,30,30,130,0.18,52.1963,24345.8,27.1714,2122.41,63.9962,8.32754,48.1694,6.7738,60.0355,2
-27,8,30,19.2,30,30,130,0.18,52.2008,24351.9,27.2863,2123.19,63.9356,8.30899,48.1935,6.7882,60.0145,2
-27,8,30,19.3,30,30,130,0.18,52.205,24358.4,27.4,2123.97,63.8751,8.29052,48.2174,6.8026,59.9937,2
-27,8,30,19.4,30,30,130,0.18,52.209,24365.2,27.5127,2124.75,63.8148,8.27214,48.2412,6.8169,59.973,2
-27,8,30,19.5,30,30,130,0.18,52.2128,24372.5,27.6256,2125.52,63.7546,8.25386,48.2648,6.8311,59.9525,2
-27,8,30,19.6,30,30,130,0.18,52.2165,24380.1,27.7377,2126.29,63.6945,8.23566,48.2882,6.8453,59.9322,2
-27,8,30,19.8,30,30,130,0.18,52.2199,24388,27.8488,2127.06,63.6346,8.21754,48.3115,6.8593,59.912,2
-27,8,30,19.9,30,30,130,0.18,52.2232,24396.3,27.9589,2127.82,63.5749,8.19951,48.3346,6.8733,59.892,2
-27,8,30,20,30,30,130,0.18,52.2263,24404.8,28.0681,2128.58,63.5152,8.18157,48.3576,6.8872,59.8722,2
-27,8,30,20.1,30,30,130,0.18,52.2292,24413.7,28.1762,2129.34,63.4557,8.1637,48.3805,6.901,59.8525,2
-27,8,30,20.2,30,30,130,0.18,52.232,24422.9,28.2846,2130.09,63.3963,8.14592,48.4032,6.9148,59.833,2
-27,8,30,20.4,30,30,130,0.18,52.2346,24432.3,28.3922,2130.84,63.3371,8.12822,48.4257,6.9285,59.8136,2
-27,8,30,20.5,30,30,130,0.18,52.2371,24442.1,28.4988,2131.58,63.278,8.1106,48.4481,6.9421,59.7943,2
-27,8,30,20.6,30,30,130,0.18,52.2395,24452,28.6044,2132.33,63.219,8.09305,48.4704,6.9558,59.7752,2
-27,8,30,20.7,30,30,130,0.18,52.2416,24462.2,28.7092,2133.06,63.1601,8.07559,48.4925,6.9694,59.7563,2
-27,8,30,20.8,30,30,130,0.18,52.2437,24472.7,28.813,2133.8,63.1013,8.05819,48.5145,6.983,59.7374,2
-27,8,30,20.9,30,30,130,0.18,52.2456,24483.3,28.9168,2134.53,63.0427,8.04087,48.5363,6.9965,59.7188,2
-27,8,30,21.1,30,30,130,0.18,52.2474,24494.2,29.0201,2135.26,62.9841,8.02362,48.558,7.01,59.7002,2
-27,8,30,21.2,30,30,130,0.18,52.2491,24505.3,29.1224,2135.99,62.9257,8.00645,48.5796,7.0234,59.6818,2
-27,8,30,21.3,30,30,130,0.18,52.2506,24516.6,29.2239,2136.71,62.8673,7.98934,48.6011,7.0367,59.6636,2
-27,8,30,21.4,30,30,130,0.18,52.2521,24528.1,29.3246,2137.42,62.8091,7.97231,48.6224,7.0499,59.6454,2
-27,8,30,21.5,30,30,130,0.18,52.2534,24539.7,29.4244,2138.14,62.751,7.95534,48.6436,7.0631,59.6275,2
-27,8,30,21.7,30,30,130,0.18,52.2546,24551.6,29.5235,2138.85,62.693,7.93844,48.6647,7.0762,59.6096,2
-27,8,30,21.8,30,30,130,0.18,52.2557,24563.7,29.6227,2139.56,62.635,7.92161,48.6856,7.0892,59.5919,2
-27,8,30,21.9,30,30,130,0.18,52.2568,24576,29.7211,2140.26,62.5772,7.90483,48.7065,7.1022,59.5742,2
-27,8,30,22,30,30,130,0.18,52.2577,24588.4,29.8187,2140.96,62.5194,7.88813,48.7272,7.1148,59.5568,2
-27,8,30,22.1,30,30,130,0.18,52.2585,24601,29.9155,2141.66,62.4617,7.87148,48.7478,7.127,59.5394,2
-27,8,30,22.2,30,30,130,0.18,52.2592,24613.7,30.0116,2142.35,62.4041,7.8549,48.7682,7.1391,59.5222,2
-27,8,30,22.4,30,30,130,0.18,52.2599,24626.6,30.1069,2143.04,62.3471,7.8385,48.7886,7.1513,59.5051,2
-27,8,30,22.5,30,30,130,0.18,52.2604,24639.6,30.2014,2143.73,62.2903,7.82223,48.8088,7.1634,59.4881,2
-27,8,30,22.6,30,30,130,0.18,52.2609,24652.7,30.2961,2144.41,62.2337,7.80603,48.829,7.1754,59.4712,2
-27,8,30,22.7,30,30,130,0.18,52.2613,24665.9,30.39,2145.09,62.1771,7.7899,48.849,7.1874,59.4544,2
-27,8,30,22.8,30,30,130,0.18,52.2616,24679.3,30.4832,2145.77,62.1207,7.77383,48.8689,7.1994,59.4378,2
-27,8,30,22.9,30,30,130,0.18,52.2618,24692.7,30.5756,2146.44,62.0644,7.75783,48.8887,7.2114,59.4213,2
-27,8,30,23.1,30,30,130,0.18,52.2619,24706.3,30.6674,2147.11,62.0082,7.74189,48.9083,7.2233,59.4049,2
-27,8,30,23.2,30,30,130,0.18,52.262,24720,30.7585,2147.78,61.9521,7.72602,48.9279,7.2345,59.3886,2
-27,8,30,23.3,30,30,130,0.18,52.262,24733.7,30.8489,2148.44,61.8961,7.71021,48.9474,7.2463,59.3724,2
-27,8,30,23.4,30,30,130,0.18,52.262,24747.6,30.9389,2149.1,61.8402,7.69447,48.9667,7.258,59.3563,2
-27,8,30,23.5,30,30,130,0.18,52.2618,24761.5,31.0286,2149.76,61.7844,7.67879,48.986,7.2697,59.3403,2
-27,8,30,23.7,30,30,130,0.18,52.2616,24775.5,31.1178,2150.41,61.7287,7.66317,49.0051,7.2813,59.3245,2
-27,8,30,23.8,30,30,130,0.18,52.2614,24789.6,31.2062,2151.06,61.6731,7.64761,49.024,7.2932,59.3087,2
-27,8,30,23.9,30,30,130,0.18,52.2611,24803.8,31.294,2151.71,61.6176,7.63211,49.0426,7.3047,59.2931,2
-27,8,30,24,30,30,130,0.18,52.2607,24818,31.3812,2152.35,61.5622,7.61668,49.0569,7.3162,59.2775,2
-27,8,30,24.1,30,30,130,0.18,52.2602,24832.3,31.4677,2152.99,61.5069,7.6013,49.0755,7.3276,59.2621,2
-27,8,30,24.2,30,30,130,0.18,52.2597,24846.7,31.5536,2153.63,61.4517,7.58598,49.0939,7.3391,59.2467,2
-27,8,30,24.4,30,30,130,0.18,52.2592,24861.1,31.639,2154.26,61.3966,7.57072,49.1123,7.3504,59.2315,2
-27,8,30,24.5,30,30,130,0.18,52.2586,24875.6,31.7244,2154.89,61.3416,7.55552,49.1305,7.3618,59.2164,2
-27,8,30,24.6,30,30,130,0.18,52.2579,24890.2,31.8091,2155.51,61.2867,7.54038,49.1487,7.3731,59.2013,2
-27,8,30,24.7,30,30,130,0.18,52.2572,24904.8,31.8932,2156.14,61.2319,7.52529,49.1668,7.3844,59.1864,2
-27,8,30,24.8,30,30,130,0.18,52.2565,24919.5,31.9767,2156.76,61.1772,7.51027,49.1848,7.3956,59.1715,2
-27,8,30,24.9,30,30,130,0.18,52.2556,24934.2,32.0597,2157.37,61.1225,7.49529,49.2027,7.4068,59.1568,2
-27,8,30,25.1,30,30,130,0.18,52.2548,24948.9,32.142,2157.99,61.068,7.48037,49.2205,7.4179,59.1421,2
-27,8,30,25.2,30,30,130,0.18,52.2539,24963.7,32.2239,2158.6,61.0135,7.46551,49.2382,7.429,59.1275,2
-27,8,30,25.3,30,30,130,0.18,52.2529,24978.6,32.3051,2159.2,60.9591,7.4507,49.2558,7.44,59.1131,2
-27,8,30,25.4,30,30,130,0.18,52.252,24993.5,32.386,2159.81,60.9048,7.43594,49.2733,7.4511,59.0987,2
-27,8,30,25.5,30,30,130,0.18,52.2509,25008.4,32.4667,2160.41,60.8506,7.42124,49.2907,7.462,59.0844,2
-27,8,30,25.7,30,30,130,0.18,52.2499,25023.3,32.5468,2161,60.7965,7.4066,49.3081,7.473,59.0702,2
-27,8,30,25.8,30,30,130,0.18,52.2487,25038.3,32.6264,2161.6,60.7424,7.392,49.3254,7.4839,59.0561,2
-27,8,30,25.9,30,30,130,0.18,52.2476,25053.3,32.7055,2162.19,60.6885,7.37746,49.3425,7.4947,59.0421,2
-27,8,30,26,30,30,130,0.18,52.2464,25068.4,32.784,2162.78,60.6346,7.36298,49.3596,7.5055,59.0281,2
-27,8,30,26.1,30,30,130,0.18,52.2452,25083.5,32.8621,2163.36,60.5808,7.34854,49.3766,7.5163,59.0143,2
-27,8,30,26.2,30,30,130,0.18,52.2439,25098.6,32.9396,2163.94,60.5271,7.33416,49.3936,7.527,59.0005,2
-27,8,30,26.4,30,30,130,0.18,52.2426,25113.7,33.0166,2164.52,60.4735,7.31982,49.4104,7.5377,58.9868,2
-27,8,30,26.5,30,30,130,0.18,52.2413,25129,33.0932,2165.09,60.42,7.30554,49.4272,7.5484,58.9732,2
-27,8,30,26.6,30,30,130,0.18,52.2399,25144.3,33.1695,2165.67,60.3665,7.2913,49.4438,7.559,58.9597,2
-27,8,30,26.7,30,30,130,0.18,52.2385,25159.7,33.2455,2166.23,60.3131,7.27712,49.4604,7.5696,58.9463,2
-27,8,30,26.8,30,30,130,0.18,52.2371,25175.1,33.321,2166.8,60.2598,7.26298,49.4769,7.5802,58.933,2
-27,8,30,27,30,30,130,0.18,52.2356,25190.5,33.396,2167.36,60.2066,7.24889,49.4934,7.5907,58.9197,2
-27,8,30,27.1,30,30,130,0.18,52.2341,25205.9,33.4706,2167.92,60.1534,7.23485,49.5098,7.6011,58.9065,2
-27,8,30,27.2,30,30,130,0.18,52.2326,25221.3,33.5446,2168.48,60.1003,7.22086,49.526,7.6116,58.8934,2
-27,8,30,27.3,30,30,130,0.18,52.2311,25236.8,33.6183,2169.03,60.0473,7.20692,49.5422,7.622,58.8804,2
-27,8,30,27.4,30,30,130,0.18,52.2295,25252.2,33.6914,2169.58,59.9944,7.19302,49.5584,7.6323,58.8674,2
-27,8,30,27.5,30,30,130,0.18,52.2279,25267.7,33.7642,2170.13,59.9415,7.17917,49.5744,7.6426,58.8545,2
-27,8,30,27.7,30,30,130,0.18,52.2263,25283.2,33.8364,2170.68,59.8887,7.16537,49.5904,7.6529,58.8417,2
-27,8,30,27.8,30,30,130,0.18,52.2246,25298.6,33.9084,2171.22,59.836,7.15161,49.6063,7.6631,58.829,2
-27,8,30,27.9,30,30,130,0.18,52.2229,25314.1,33.9801,2171.76,59.7834,7.1379,49.6222,7.6733,58.8163,2
-27,8,30,28,30,30,130,0.18,52.2212,25329.6,34.0515,2172.29,59.7308,7.12423,49.6379,7.6834,58.8038,2
-27,8,30,28.1,30,30,130,0.18,52.2195,25345.1,34.1224,2172.82,59.6783,7.11061,49.6536,7.6935,58.7913,2
-27,8,30,28.2,30,30,130,0.18,52.2177,25360.6,34.1928,2173.35,59.6258,7.09703,49.6693,7.7036,58.7788,2
-27,8,30,28.4,30,30,130,0.18,52.2159,25376.1,34.2629,2173.88,59.5735,7.0835,49.6848,7.7136,58.7665,2
-27,8,30,28.5,30,30,130,0.18,52.2141,25391.6,34.3325,2174.41,59.5212,7.07001,49.7003,7.7236,58.7542,2
-27,8,30,28.6,30,30,130,0.18,52.2123,25407.2,34.4017,2174.93,59.4689,7.05656,49.7157,7.7335,58.7419,2
-27,8,30,28.7,30,30,130,0.18,52.2105,25422.7,34.4706,2175.44,59.4168,7.04316,49.7311,7.7434,58.7298,2
-27,8,30,28.8,30,30,130,0.18,52.2086,25438.2,34.539,2175.96,59.3646,7.0298,49.7463,7.7532,58.7177,2
-27,8,30,29,30,30,130,0.18,52.2067,25453.7,34.607,2176.47,59.3126,7.01648,49.7615,7.7631,58.7057,2
-27,8,30,29.1,30,30,130,0.18,52.2048,25469.2,34.6747,2176.98,59.2606,7.00321,49.7767,7.7728,58.6938,2
-27,8,30,29.2,30,30,130,0.18,52.2029,25484.7,34.7422,2177.49,59.2087,6.98996,49.7918,7.7826,58.6819,2
-27,8,30,29.3,30,30,130,0.18,52.201,25500.2,34.8094,2177.99,59.1568,6.97676,49.8068,7.7922,58.6701,2
-27,8,30,29.4,30,30,130,0.18,52.199,25515.7,34.8761,2178.5,59.1049,6.9636,49.8217,7.8019,58.6583,2
-27,8,30,29.5,30,30,130,0.18,52.197,25531.2,34.9425,2178.99,59.0532,6.95048,49.8366,7.8104,58.6467,2
-27,8,30,29.7,30,30,130,0.18,52.195,25546.6,35.0086,2179.49,59.0015,6.9374,49.8514,7.82,58.635,2
-27,8,30,29.8,30,30,130,0.18,52.193,25562.1,35.0742,2179.98,58.9498,6.92435,49.8662,7.8295,58.6235,2
-27,8,30,29.9,30,30,130,0.18,52.191,25577.6,35.1395,2180.47,58.8982,6.91135,49.8809,7.8393,58.612,2
-27,8,30,30,30,30,130,0.18,52.1889,25593.1,35.2044,2180.96,58.8467,6.89839,49.8955,7.8488,58.6006,2
-27,8,30,30.1,30,30,130,0.18,52.1869,25608.5,35.269,2181.45,58.7952,6.88547,49.9101,7.8583,58.5892,2
-27,8,30,30.3,30,30,130,0.18,52.1848,25624,35.3332,2181.93,58.7438,6.87259,49.9246,7.8677,58.5779,2
-27,8,30,30.4,30,30,130,0.18,52.1827,25639.4,35.3971,2182.41,58.6924,6.85975,49.9391,7.8772,58.5667,2
-27,8,30,30.5,30,30,130,0.18,52.1806,25654.8,35.4606,2182.89,58.6411,6.84694,49.9534,7.8867,58.5555,2
-27,8,30,30.6,30,30,130,0.18,52.1785,25670.2,35.5239,2183.36,58.5899,6.83418,49.9678,7.8961,58.5444,2
-27,8,30,30.7,30,30,130,0.18,52.1764,25685.6,35.587,2183.83,58.5387,6.82145,49.9821,7.9054,58.5333,2
-27,8,30,30.8,30,30,130,0.18,52.1742,25701,35.6497,2184.3,58.4876,6.80876,49.9963,7.9147,58.5223,2
-27,8,30,31,30,30,130,0.18,52.172,25716.6,35.7121,2184.77,58.4365,6.79611,50.0104,7.9239,58.5114,2
-27,8,30,31.1,30,30,130,0.18,52.1699,25732.1,35.7742,2185.23,58.3855,6.7835,50.0245,7.9331,58.5005,2
