Temperature(°),W12(um),W34(um),W58(um),W6(um),W7(um),Idc(uA),Length(um),Gain(db),Bandwidth(Hz),GBW(MHz),Power(uW),PM(degree),GM(dB),PSRR(dB),SlewRate (V/us),CMRR,Class
100,13.2,30,18,30,30,130,0.18,50.9003,24762.9,27.1639,2031.83,62.0278,7.73125,45.4918,6.0242,59.6966,0
100,13.2,30,18,30,30,130,0.18,50.9066,24780.2,27.2838,2032.01,61.9829,7.71848,45.4987,6.0249,59.7024,0
100,13.3,30,18,30,30,130,0.18,50.913,24797.4,27.4029,2032.19,61.9272,7.70262,45.5056,6.0257,59.7082,0
100,13.3,30,18,30,30,130,0.18,50.9192,24814.5,27.5213,2032.37,61.8783,7.68876,45.5124,6.0264,59.714,0
100,13.4,30,18,30,30,130,0.18,50.9255,24831.6,27.6396,2032.55,61.8379,7.67731,45.5192,6.0271,59.7197,0
100,13.5,30,18,30,30,130,0.18,50.9316,24848.5,27.7574,2032.72,61.7976,7.66592,45.526,6.0278,59.7254,0
100,13.5,30,18,30,30,130,0.18,50.9378,24865.4,27.8744,2032.9,61.755,7.65391,45.5327,6.0285,59.7311,0
100,13.6,30,18,30,30,130,0.18,50.9439,24882.2,27.9907,2033.07,61.7089,7.64093,45.5393,6.0292,59.7367,0
100,13.6,30,18,30,30,130,0.18,50.95,24898.8,28.1063,2033.24,61.6571,7.62633,45.546,6.0298,59.7423,0
100,13.7,30,18,30,30,130,0.18,50.956,24915.4,28.2214,2033.42,61.6147,7.61444,45.5525,6.0305,59.7478,0
100,13.7,30,18,30,30,130,0.18,50.962,24931.9,28.3364,2033.59,61.5725,7.60262,45.559,6.0312,59.7533,0
100,13.8,30,18,30,30,130,0.18,50.9679,24948.4,28.4506,2033.76,61.5305,7.59088,45.5655,6.0319,59.7588,0
100,13.8,30,18,30,30,130,0.18,50.9738,24964.7,28.5641,2033.93,61.489,7.57931,45.572,6.0326,59.7642,0
100,13.9,30,18,30,30,130,0.18,50.9797,24981,28.677,2034.09,61.4483,7.56797,45.5784,6.0332,59.7696,0
100,14,30,18,30,30,130,0.18,50.9855,24997.2,28.7892,2034.26,61.4089,7.55701,45.5847,6.0339,59.775,0
100,14,30,18,30,30,130,0.18,50.9913,25013.2,28.9011,2034.43,61.3698,7.54616,45.591,6.0345,59.7803,0
100,14.1,30,18,30,30,130,0.18,50.9971,25029.3,29.0126,2034.59,61.33,7.53514,45.5973,6.0352,59.7856,0
100,14.1,30,18,30,30,130,0.18,51.0028,25045.2,29.1235,2034.76,61.2901,7.52409,45.6035,6.0359,59.7909,0
100,14.2,30,18,30,30,130,0.18,51.0085,25061,29.2337,2034.92,61.2497,7.51293,45.6097,6.0365,59.7961,0
100,14.2,30,18,30,30,130,0.18,51.0141,25076.8,29.3433,2035.09,61.2095,7.50184,45.6159,6.0372,59.8013,0
100,14.3,30,18,30,30,130,0.18,51.0197,25092.5,29.4522,2035.25,61.1696,7.49084,45.622,6.0378,59.8065,0
100,14.3,30,18,30,30,130,0.18,51.0253,25108.1,29.5608,2035.41,61.1299,7.47993,45.628,6.0385,59.8116,0
100,14.4,30,18,30,30,130,0.18,51.0308,25123.7,29.669,2035.57,61.0906,7.46913,45.6341,6.0391,59.8167,0
100,14.5,30,18,30,30,130,0.18,51.0363,25139.4,29.7766,2035.73,61.0516,7.45845,45.6401,6.0397,59.8218,0
100,14.5,30,18,30,30,130,0.18,51.0418,25154.9,29.8836,2035.89,61.0131,7.44791,45.646,6.0403,59.8268,0
100,14.6,30,18,30,30,130,0.18,51.0472,25170.4,29.9899,2036.05,60.9751,7.43753,45.6519,6.041,59.8318,0
100,14.6,30,18,30,30,130,0.18,51.0526,25185.8,30.0957,2036.21,60.9375,7.4273,45.6578,6.0416,59.8368,0
100,14.7,30,18,30,30,130,0.18,51.058,25201.2,30.2009,2036.37,60.9003,7.41717,45.6637,6.0422,59.8418,0
100,14.7,30,18,30,30,130,0.18,51.0634,25216.4,30.3059,2036.52,60.8627,7.40695,45.6695,6.0428,59.8467,0
100,14.8,30,18,30,30,130,0.18,51.0687,25231.6,30.4104,2036.68,60.8222,7.39597,45.6752,6.0434,59.8515,0
100,14.8,30,18,30,30,130,0.18,51.0739,25246.7,30.5143,2036.83,60.7811,7.38481,45.681,6.044,59.8564,0
100,14.9,30,18,30,30,130,0.18,51.0792,25261.7,30.6176,2036.99,60.7422,7.37428,45.6867,6.0446,59.8612,0
100,14.9,30,18,30,30,130,0.18,51.0844,25276.7,30.7203,2037.14,60.6965,7.36194,45.6923,6.0452,59.866,0
100,15,30,18,30,30,130,0.18,51.0896,25291.6,30.8225,2037.29,60.666,7.3537,45.6979,6.0458,59.8708,0
100,15.1,30,18,30,30,130,0.18,51.0947,25306.4,30.9242,2037.44,60.6173,7.34059,45.7035,6.0464,59.8755,0
100,15.1,30,18,30,30,130,0.18,51.0998,25321.2,31.0256,2037.59,60.5861,7.33219,45.7091,6.047,59.8802,0
100,15.2,30,18,30,30,130,0.18,51.1049,25335.8,31.1265,2037.74,60.5504,7.32262,45.7146,6.0476,59.8849,0
100,15.2,30,18,30,30,130,0.18,51.11,25350.5,31.2268,2037.89,60.5138,7.31283,45.7201,6.0482,59.8896,0
100,15.3,30,18,30,30,130,0.18,51.115,25365,31.3266,2038.04,60.4768,7.30293,45.7256,6.0487,59.8942,0
100,15.3,30,18,30,30,130,0.18,51.12,25379.5,31.4258,2038.19,60.4397,7.293,45.731,6.0493,59.8988,0
100,15.4,30,18,30,30,130,0.18,51.1249,25393.9,31.5246,2038.34,60.4026,7.2831,45.7364,6.0499,59.9034,0
100,15.4,30,18,30,30,130,0.18,51.1299,25408.2,31.6228,2038.49,60.355,7.27041,45.7417,6.0504,59.9079,0
100,15.5,30,18,30,30,130,0.18,51.1348,25422.5,31.7208,2038.63,60.3246,7.26233,45.7471,6.051,59.9125,0
100,15.6,30,18,30,30,130,0.18,51.1397,25436.7,31.8182,2038.78,60.2905,7.25328,45.7524,6.0516,59.917,0
100,15.6,30,18,30,30,130,0.18,51.1445,25450.8,31.9152,2038.92,60.2547,7.2438,45.7576,6.0521,59.9214,0
100,15.7,30,18,30,30,130,0.18,51.1493,25464.9,32.0116,2039.07,60.2184,7.2342,45.7629,6.0527,59.9259,0
100,15.7,30,18,30,30,130,0.18,51.1541,25478.9,32.1076,2039.21,60.1821,7.22459,45.7681,6.0532,59.9303,0
100,15.8,30,18,30,30,130,0.18,51.1589,25492.8,32.203,2039.35,60.1458,7.21502,45.7732,6.0538,59.9347,0
100,15.8,30,18,30,30,130,0.18,51.1637,25506.7,32.298,2039.5,60.1097,7.20549,45.7784,6.0543,59.939,0
100,15.9,30,18,30,30,130,0.18,51.1684,25520.5,32.3925,2039.64,60.0736,7.19601,45.7835,6.0549,59.9434,0
100,15.9,30,18,30,30,130,0.18,51.1731,25534.3,32.4867,2039.78,60.0379,7.18662,45.7886,6.0554,59.9477,0
100,16,30,18,30,30,130,0.18,51.1777,25548,32.5805,2039.92,60.0024,7.17731,45.7936,6.0559,59.952,0
100,16.1,30,18,30,30,130,0.18,51.1824,25561.6,32.6737,2040.06,59.967,7.16803,45.7986,6.0565,59.9563,0
100,16.1,30,18,30,30,130,0.18,51.187,25575.2,32.7665,2040.2,59.9317,7.15881,45.8036,6.057,59.9605,0
100,16.2,30,18,30,30,130,0.18,51.1915,25588.7,32.8588,2040.34,59.8965,7.14961,45.8086,6.0575,59.9647,0
100,16.2,30,18,30,30,130,0.18,51.1961,25602.1,32.9507,2040.47,59.8614,7.14045,45.8135,6.0581,59.9689,0
100,16.3,30,18,30,30,130,0.18,51.2006,25615.5,33.042,2040.61,59.8198,7.12964,45.8184,6.0586,59.9731,0
100,16.3,30,18,30,30,130,0.18,51.2051,25628.8,33.133,2040.75,59.786,7.12082,45.8233,6.0591,59.9773,0
100,16.4,30,18,30,30,130,0.18,51.2096,25642.1,33.2237,2040.88,59.7518,7.11196,45.8282,6.0596,59.9814,0
100,16.4,30,18,30,30,130,0.18,51.2141,25655.3,33.3139,2041.02,59.7176,7.10307,45.833,6.0602,59.9855,0
100,16.5,30,18,30,30,130,0.18,51.2185,25668.4,33.4037,2041.16,59.6832,7.09418,45.8378,6.0607,59.9896,0
100,16.5,30,18,30,30,130,0.18,51.2229,25681.5,33.493,2041.29,59.6489,7.0853,45.8426,6.0612,59.9936,0
100,16.6,30,18,30,30,130,0.18,51.2273,25694.6,33.5819,2041.42,59.6146,7.07645,45.8473,6.0617,59.9977,0
100,16.7,30,18,30,30,130,0.18,51.2317,25707.6,33.6703,2041.56,59.5803,7.06762,45.852,6.0622,60.0017,0
100,16.7,30,18,30,30,130,0.18,51.236,25720.6,33.7583,2041.69,59.5462,7.05882,45.8567,6.0627,60.0057,0
100,16.8,30,18,30,30,130,0.18,51.2403,25733.6,33.8459,2041.82,59.5121,7.05007,45.8614,6.0632,60.0097,0
100,16.8,30,18,30,30,130,0.18,51.2446,25746.6,33.9331,2041.95,59.4782,7.04135,45.866,6.0637,60.0136,0
100,16.9,30,18,30,30,130,0.18,51.2489,25759.5,34.02,2042.08,59.4443,7.03268,45.8706,6.0642,60.0176,0
100,16.9,30,18,30,30,130,0.18,51.2531,25772.3,34.1065,2042.21,59.4106,7.02404,45.8752,6.0647,60.0215,0
100,17,30,18,30,30,130,0.18,51.2573,25785.1,34.1926,2042.34,59.377,7.01545,45.8798,6.0652,60.0254,0
100,17,30,18,30,30,130,0.18,51.2615,25797.8,34.2782,2042.47,59.3435,7.00689,45.8843,6.0657,60.0292,0
100,17.1,30,18,30,30,130,0.18,51.2657,25810.5,34.3634,2042.6,59.3101,6.99838,45.8888,6.0662,60.0331,0
100,17.2,30,18,30,30,130,0.18,51.2699,25823.1,34.4483,2042.73,59.2768,6.9899,45.8933,6.0667,60.0369,0
100,17.2,30,18,30,30,130,0.18,51.274,25835.7,34.5327,2042.86,59.2436,6.98146,45.8977,6.0671,60.0407,0
100,17.3,30,18,30,30,130,0.18,51.2781,25848.2,34.6167,2042.99,59.2105,6.97306,45.9022,6.0676,60.0445,0
100,17.3,30,18,30,30,130,0.18,51.2822,25860.7,34.7003,2043.11,59.1775,6.96469,45.9066,6.0681,60.0483,0
100,17.4,30,18,30,30,130,0.18,51.2863,25873.1,34.7837,2043.24,59.1446,6.95635,45.911,6.0686,60.052,0
100,17.4,30,18,30,30,130,0.18,51.2903,25885.4,34.8667,2043.37,59.1117,6.94805,45.9153,6.069,60.0558,0
100,17.5,30,18,30,30,130,0.18,51.2944,25897.7,34.9493,2043.49,59.079,6.93977,45.9197,6.0695,60.0595,0
100,17.5,30,18,30,30,130,0.18,51.2984,25910,35.0314,2043.62,59.0463,6.93154,45.924,6.07,60.0632,0
100,17.6,30,18,30,30,130,0.18,51.3024,25922.2,35.1132,2043.74,59.0137,6.92333,45.9283,6.0704,60.0668,0
100,17.6,30,18,30,30,130,0.18,51.3063,25934.3,35.1947,2043.86,58.9812,6.91515,45.9326,6.0709,60.0705,0
100,17.7,30,18,30,30,130,0.18,51.3103,25946.4,35.2757,2043.99,58.9488,6.907,45.9368,6.0714,60.0741,0
100,17.8,30,18,30,30,130,0.18,51.3142,25958.4,35.3564,2044.11,58.9164,6.89887,45.941,6.0718,60.0778,0
100,17.8,30,18,30,30,130,0.18,51.3181,25970.4,35.4366,2044.23,58.8841,6.89078,45.9453,6.0723,60.0814,0
100,17.9,30,18,30,30,130,0.18,51.322,25982.4,35.5166,2044.35,58.8518,6.8827,45.9494,6.0727,60.0849,0
100,17.9,30,18,30,30,130,0.18,51.3259,25994.3,35.5963,2044.47,58.8196,6.87465,45.9536,6.0732,60.0885,0
100,18,30,18,30,30,130,0.18,51.3297,26006.1,35.6756,2044.6,58.7874,6.86662,45.9577,6.0736,60.092,0
100,18,30,18,30,30,130,0.18,51.3335,26017.9,35.7546,2044.72,58.7552,6.85861,45.9618,6.0741,60.0956,0
100,18.1,30,18,30,30,130,0.18,51.3373,26029.7,35.8332,2044.84,58.7231,6.85061,45.9659,6.0745,60.0991,0
100,18.1,30,18,30,30,130,0.18,51.3411,26041.4,35.9114,2044.96,58.691,6.84263,45.97,6.0749,60.1026,0
100,18.2,30,18,30,30,130,0.18,51.3449,26053,35.9893,2045.07,58.6589,6.83466,45.9741,6.0754,60.1061,0
100,18.3,30,18,30,30,130,0.18,51.3487,26064.6,36.0668,2045.19,58.6268,6.82669,45.9781,6.0758,60.1095,0
100,18.3,30,18,30,30,130,0.18,51.3524,26076.2,36.144,2045.31,58.5946,6.81873,45.9821,6.0762,60.113,0
100,18.4,30,18,30,30,130,0.18,51.3561,26087.7,36.2208,2045.43,58.5624,6.81077,45.9861,6.0766,60.1164,0
100,18.4,30,18,30,30,130,0.18,51.3598,26099.2,36.2973,2045.55,58.5302,6.8028,45.9901,6.077,60.1198,0
100,18.5,30,18,30,30,130,0.18,51.3635,26110.6,36.3735,2045.66,58.5237,6.80123,45.994,6.0774,60.1232,0
100,18.5,30,18,30,30,130,0.18,51.3671,26121.9,36.4494,2045.78,58.4934,6.79375,45.9979,6.0779,60.1266,0
100,18.6,30,18,30,30,130,0.18,51.3708,26133.3,36.525,2045.89,58.4631,6.78631,46.0018,6.0783,60.1299,0
100,18.6,30,18,30,30,130,0.18,51.3744,26144.6,36.6002,2046.01,58.433,6.77889,46.0057,6.0787,60.1333,0
100,18.7,30,18,30,30,130,0.18,51.378,26155.8,36.6751,2046.13,58.4029,6.77152,46.0096,6.0791,60.1366,0
100,18.8,30,18,30,30,130,0.18,51.3816,26167,36.7497,2046.24,58.373,6.76417,46.0135,6.0795,60.1399,0
100,18.8,30,18,30,30,130,0.18,51.3852,26178.1,36.824,2046.35,58.3432,6.75686,46.0173,6.0799,60.1432,0
100,18.9,30,18,30,30,130,0.18,51.3887,26189.2,36.8979,2046.47,58.3134,6.74957,46.0211,6.0803,60.1465,0
100,18.9,30,18,30,30,130,0.18,51.3923,26200.3,36.9715,2046.58,58.2838,6.74233,46.0249,6.0808,60.1497,0
100,19,30,18,30,30,130,0.18,51.3958,26211.3,37.0447,2046.69,58.2542,6.73511,46.0287,6.0812,60.153,0
100,19,30,18,30,30,130,0.18,51.3993,26222.3,37.1177,2046.81,58.2248,6.72792,46.0324,6.0816,60.1562,0
100,19.1,30,18,30,30,130,0.18,51.4028,26233.2,37.1904,2046.92,58.1954,6.72077,46.0361,6.082,60.1594,0
100,19.1,30,18,30,30,130,0.18,51.4063,26244.1,37.2628,2047.03,58.1662,6.71366,46.0399,6.0824,60.1626,0
100,19.2,30,18,30,30,130,0.18,51.4097,26255,37.3349,2047.14,58.137,6.70657,46.0436,6.0828,60.1658,0
100,19.2,30,18,30,30,130,0.18,51.4132,26265.8,37.4067,2047.25,58.1079,6.69951,46.0472,6.0832,60.169,0
100,19.3,30,18,30,30,130,0.18,51.4166,26276.5,37.4782,2047.36,58.0789,6.69248,46.0509,6.0836,60.1721,0
100,19.4,30,18,30,30,130,0.18,51.42,26287.2,37.5494,2047.47,58.0501,6.68549,46.0545,6.084,60.1753,0
100,19.4,30,18,30,30,130,0.18,51.4234,26297.9,37.6203,2047.58,58.0213,6.67852,46.0582,6.0867,60.1784,0
100,19.5,30,18,30,30,130,0.18,51.4268,26308.6,37.6909,2047.69,57.9926,6.67159,46.0618,6.0872,60.1815,0
100,19.5,30,18,30,30,130,0.18,51.4301,26319.3,37.7611,2047.8,57.964,6.66468,46.0654,6.0875,60.1846,0
100,19.6,30,18,30,30,130,0.18,51.4335,26330,37.8311,2047.91,57.9354,6.65781,46.0689,6.0879,60.1877,0
100,19.6,30,18,30,30,130,0.18,51.4368,26340.7,37.9008,2048.02,57.907,6.65096,46.0725,6.0882,60.1908,0
100,19.7,30,18,30,30,130,0.18,51.4401,26351.3,37.9702,2048.13,57.8787,6.64415,46.076,6.0885,60.1938,0
100,19.7,30,18,30,30,130,0.18,51.4434,26361.8,38.0393,2048.23,57.8504,6.63736,46.0795,6.0888,60.1969,0
100,19.8,30,18,30,30,130,0.18,51.4467,26372.3,38.1082,2048.34,57.8223,6.6306,46.083,6.0891,60.1999,0
100,19.9,30,18,30,30,130,0.18,51.45,26382.8,38.1768,2048.45,57.7942,6.62387,46.0865,6.0894,60.2029,0
100,19.9,30,18,30,30,130,0.18,51.4532,26393.2,38.2452,2048.55,57.7662,6.61717,46.09,6.0897,60.2059,0
100,20,30,18,30,30,130,0.18,51.4565,26403.6,38.3132,2048.66,57.7383,6.6105,46.0935,6.09,60.2089,0
100,20,30,18,30,30,130,0.18,51.4597,26414,38.381,2048.76,57.7105,6.60385,46.0969,6.0903,60.2119,0
100,20.1,30,18,30,30,130,0.18,51.4629,26424.3,38.4484,2048.87,57.6828,6.59724,46.1003,6.0906,60.2148,0
100,20.1,30,18,30,30,130,0.18,51.4661,26434.6,38.5156,2048.97,57.6552,6.59065,46.1037,6.0908,60.2178,0
100,20.2,30,18,30,30,130,0.18,51.4693,26444.8,38.5826,2049.08,57.6276,6.58409,46.1071,6.0911,60.2207,0
100,20.2,30,18,30,30,130,0.18,51.4724,26455,38.6492,2049.18,57.6002,6.57755,46.1105,6.0914,60.2236,0
100,20.3,30,18,30,30,130,0.18,51.4756,26465.2,38.7156,2049.29,57.5728,6.57105,46.1138,6.0917,60.2265,0
100,20.4,30,18,30,30,130,0.18,51.4787,26475.3,38.7817,2049.39,57.5455,6.56457,46.1172,6.092,60.2294,0
100,20.4,30,18,30,30,130,0.18,51.4819,26485.4,38.8475,2049.49,57.5183,6.55811,46.1205,6.0923,60.2323,0
100,20.5,30,18,30,30,130,0.18,51.485,26495.5,38.9131,2049.6,57.4912,6.55169,46.1238,6.0926,60.2352,0
100,20.5,30,18,30,30,130,0.18,51.4881,26505.5,38.9785,2049.7,57.4641,6.54529,46.1271,6.0929,60.238,0
100,20.6,30,18,30,30,130,0.18,51.4912,26515.5,39.0436,2049.8,57.4371,6.53891,46.1304,6.0931,60.2409,0
100,20.6,30,18,30,30,130,0.18,51.4942,26525.4,39.1085,2049.9,57.4103,6.53257,46.1336,6.0934,60.2437,0
100,20.7,30,18,30,30,130,0.18,51.4973,26535.3,39.1731,2050,57.3835,6.52625,46.1369,6.0937,60.2465,0
100,20.7,30,18,30,30,130,0.18,51.5003,26545.2,39.2374,2050.1,57.3568,6.51995,46.1401,6.094,60.2493,0
100,20.8,30,18,30,30,130,0.18,51.5034,26555,39.3015,2050.2,57.3301,6.51368,46.1433,6.0943,60.2521,0
100,20.8,30,18,30,30,130,0.18,51.5064,26564.8,39.3653,2050.3,57.3036,6.50744,46.1465,6.0946,60.2549,0
100,20.9,30,18,30,30,130,0.18,51.5094,26574.6,39.4289,2050.4,57.2771,6.50122,46.1497,6.0948,60.2577,0
100,21,30,18,30,30,130,0.18,51.5124,26584.3,39.4922,2050.5,57.2507,6.49502,46.1529,6.0951,60.2604,0
100,21,30,18,30,30,130,0.18,51.5154,26594,39.5552,2050.6,57.2244,6.48885,46.1561,6.0954,60.2632,0
100,21.1,30,18,30,30,130,0.18,51.5183,26603.7,39.6181,2050.7,57.1981,6.48271,46.1592,6.0957,60.2659,0
100,21.1,30,18,30,30,130,0.18,51.5213,26613.3,39.6806,2050.8,57.172,6.47659,46.1623,6.0959,60.2686,0
100,21.2,30,18,30,30,130,0.18,51.5242,26622.9,39.7429,2050.9,57.1459,6.47049,46.1654,6.0962,60.2714,0
100,21.2,30,18,30,30,130,0.18,51.5271,26632.4,39.805,2051,57.1199,6.46442,46.1685,6.0965,60.2741,0
100,21.3,30,18,30,30,130,0.18,51.5301,26642,39.8669,2051.1,57.094,6.45837,46.1716,6.0968,60.2768,0
100,21.3,30,18,30,30,130,0.18,51.533,26651.4,39.9286,2051.19,57.0681,6.45235,46.1747,6.097,60.2794,0
100,21.4,30,18,30,30,130,0.18,51.5359,26660.9,39.99,2051.29,57.0424,6.44635,46.1778,6.0973,60.2821,0
100,21.5,30,18,30,30,130,0.18,51.5387,26670.3,40.0512,2051.39,57.0167,6.44038,46.1808,6.0976,60.2847,0
100,21.5,30,18,30,30,130,0.18,51.5416,26679.7,40.1122,2051.48,56.9911,6.43444,46.1838,6.0978,60.2874,0
100,21.6,30,18,30,30,130,0.18,51.5445,26689.1,40.1729,2051.58,56.9656,6.42851,46.1869,6.0981,60.29,0
100,21.6,30,18,30,30,130,0.18,51.5473,26698.4,40.2334,2051.67,56.9401,6.42261,46.1899,6.0984,60.2926,0
100,21.7,30,18,30,30,130,0.18,51.5501,26707.7,40.2937,2051.77,56.9147,6.41673,46.1929,6.0986,60.2953,0
100,21.7,30,18,30,30,130,0.18,51.5529,26716.9,40.3537,2051.87,56.8894,6.41087,46.1958,6.0991,60.2979,0
100,21.8,30,18,30,30,130,0.18,51.5558,26726.1,40.4135,2051.96,56.8642,6.40504,46.1988,6.0994,60.3004,0
100,21.8,30,18,30,30,130,0.18,51.5586,26735.3,40.473,2052.06,56.839,6.39923,46.2018,6.0996,60.303,0
100,21.9,30,18,30,30,130,0.18,51.5613,26744.5,40.5324,2052.15,56.814,6.39344,46.2047,6.0999,60.3056,0
100,21.9,30,18,30,30,130,0.18,51.5641,26753.6,40.5915,2052.24,56.7889,6.38767,46.2076,6.1001,60.3082,0
100,22,30,18,30,30,130,0.18,51.5669,26762.7,40.6503,2052.34,56.764,6.38193,46.2105,6.1004,60.3107,0
100,22.1,30,18,30,30,130,0.18,51.5696,26771.8,40.709,2052.43,56.7391,6.37621,46.2134,6.1006,60.3132,0
100,22.1,30,18,30,30,130,0.18,51.5724,26780.8,40.7675,2052.52,56.7143,6.3705,46.2163,6.1009,60.3158,0
100,22.2,30,18,30,30,130,0.18,51.5751,26789.8,40.8258,2052.62,56.6896,6.36482,46.2192,6.1012,60.3183,0
100,22.2,30,18,30,30,130,0.18,51.5778,26798.8,40.8839,2052.71,56.6649,6.35917,46.2221,6.1014,60.3208,0
100,22.3,30,18,30,30,130,0.18,51.5805,26807.7,40.9417,2052.8,56.6404,6.35353,46.2249,6.1016,60.3233,0
100,22.3,30,18,30,30,130,0.18,51.5832,26816.6,40.9994,2052.89,56.6158,6.34792,46.2278,6.1019,60.3258,0
100,22.4,30,18,30,30,130,0.18,51.5859,26825.5,41.0568,2052.99,56.5914,6.34232,46.2306,6.1021,60.3282,0
100,22.4,30,18,30,30,130,0.18,51.5886,26834.4,41.1141,2053.08,56.567,6.33675,46.2334,6.1024,60.3307,0
100,22.5,30,18,30,30,130,0.18,51.5912,26843.2,41.1711,2053.17,56.5427,6.3312,46.2362,6.1026,60.3332,0
100,22.6,30,18,30,30,130,0.18,51.5939,26852,41.2278,2053.26,56.5185,6.32567,46.239,6.1029,60.3356,0
100,22.6,30,18,30,30,130,0.18,51.5965,26860.7,41.2844,2053.35,56.4943,6.32016,46.2418,6.1031,60.338,0
100,22.7,30,18,30,30,130,0.18,51.5992,26869.5,41.3408,2053.44,56.4702,6.31467,46.2445,6.1033,60.3405,0
100,22.7,30,18,30,30,130,0.18,51.6018,26878.2,41.397,2053.53,56.4462,6.3092,46.2473,6.1036,60.3429,0
100,22.8,30,18,30,30,130,0.18,51.6044,26886.8,41.4529,2053.62,56.4222,6.30375,46.25,6.1038,60.3453,0
100,22.8,30,18,30,30,130,0.18,51.607,26895.5,41.5087,2053.71,56.3983,6.29832,46.2528,6.1041,60.3477,0
100,22.9,30,18,30,30,130,0.18,51.6096,26904.1,41.5642,2053.8,56.3745,6.29291,46.2555,6.1043,60.3501,0
100,22.9,30,18,30,30,130,0.18,51.6122,26912.7,41.6195,2053.89,56.3507,6.28752,46.2582,6.1045,60.3525,0
100,23,30,18,30,30,130,0.18,51.6147,26921.3,41.6747,2053.98,56.327,6.28215,46.2609,6.1048,60.3548,0
100,23.1,30,18,30,30,130,0.18,51.6173,26929.9,41.7297,2054.07,56.3034,6.2768,46.2636,6.105,60.3572,0
100,23.1,30,18,30,30,130,0.18,51.6198,26938.5,41.7845,2054.15,56.2521,6.26518,46.2662,6.1052,60.3595,0
100,23.2,30,18,30,30,130,0.18,51.6224,26947.1,41.8392,2054.24,56.2292,6.26002,46.2689,6.1055,60.3619,0
100,23.2,30,18,30,30,130,0.18,51.6249,26955.6,41.8936,2054.33,56.2064,6.25488,46.2715,6.1057,60.3642,0
100,23.3,30,18,30,30,130,0.18,51.6274,26964.1,41.9478,2054.42,56.1836,6.24974,46.2742,6.106,60.3665,0
100,23.3,30,18,30,30,130,0.18,51.6299,26972.6,42.0019,2054.5,56.1608,6.24462,46.2768,6.1062,60.3689,0
100,23.4,30,18,30,30,130,0.18,51.6324,26981.1,42.0557,2054.59,56.1381,6.2395,46.2794,6.1064,60.3712,0
100,23.4,30,18,30,30,130,0.18,51.6349,26989.5,42.1094,2054.68,56.1154,6.2344,46.282,6.1067,60.3735,0
100,23.5,30,18,30,30,130,0.18,51.6374,26997.9,42.1628,2054.76,56.0927,6.22931,46.2846,6.1069,60.3757,0
100,23.5,30,18,30,30,130,0.18,51.6399,27006.3,42.2161,2054.85,56.0701,6.22424,46.2872,6.1071,60.378,0
100,23.6,30,18,30,30,130,0.18,51.6423,27014.6,42.2692,2054.94,56.0475,6.21917,46.2898,6.1074,60.3803,0
100,23.7,30,18,30,30,130,0.18,51.6448,27023,42.3221,2055.02,56.025,6.21412,46.2924,6.1076,60.3826,0
100,23.7,30,18,30,30,130,0.18,51.6472,27031.2,42.3748,2055.11,56.0025,6.20908,46.2949,6.1078,60.3848,0
100,23.8,30,18,30,30,130,0.18,51.6497,27039.5,42.4273,2055.19,55.98,6.20406,46.2974,6.1081,60.3871,0
100,23.8,30,18,30,30,130,0.18,51.6521,27047.8,42.4796,2055.28,55.9576,6.19905,46.3,6.1083,60.3893,0
100,23.9,30,18,30,30,130,0.18,51.6545,27056,42.5318,2055.36,55.9352,6.19405,46.3025,6.1085,60.3915,0
100,23.9,30,18,30,30,130,0.18,51.6569,27064.1,42.5837,2055.45,55.9128,6.18906,46.305,6.1088,60.3937,0
100,24,30,18,30,30,130,0.18,51.6593,27072.3,42.6355,2055.53,55.8905,6.18409,46.3075,6.109,60.396,0
100,24,30,18,30,30,130,0.18,51.6617,27080.4,42.6872,2055.61,55.8683,6.17913,46.31,6.1092,60.3982,0
100,24.1,30,18,30,30,130,0.18,51.6641,27088.5,42.7387,2055.7,55.846,6.17419,46.3125,6.1094,60.4004,0
100,24.2,30,18,30,30,130,0.18,51.6665,27096.6,42.79,2055.78,55.8239,6.16926,46.315,6.1097,60.4025,0
100,24.2,30,18,30,30,130,0.18,51.6688,27104.7,42.8412,2055.87,55.8017,6.16434,46.3174,6.1099,60.4047,0
100,24.3,30,18,30,30,130,0.18,51.6712,27112.7,42.8921,2055.95,55.7796,6.15944,46.3199,6.1101,60.4069,0
100,24.3,30,18,30,30,130,0.18,51.6735,27120.7,42.9429,2056.03,55.7576,6.15455,46.3223,6.1103,60.4091,0
100,24.4,30,18,30,30,130,0.18,51.6759,27128.7,42.9936,2056.11,55.7356,6.14967,46.3247,6.1106,60.4112,0
100,24.4,30,18,30,30,130,0.18,51.6782,27136.7,43.044,2056.2,55.7136,6.14481,46.3272,6.1108,60.4134,0
100,24.5,30,18,30,30,130,0.18,51.6805,27144.6,43.0943,2056.28,55.6917,6.13996,46.3296,6.111,60.4155,0
100,24.5,30,18,30,30,130,0.18,51.6828,27152.5,43.1444,2056.36,55.6699,6.13513,46.332,6.1112,60.4176,0
100,24.6,30,18,30,30,130,0.18,51.6851,27160.4,43.1943,2056.44,55.6478,6.13024,46.3344,6.1115,60.4197,0
100,24.7,30,18,30,30,130,0.18,51.6874,27168.2,43.2441,2056.52,55.6256,6.12536,46.3368,6.1117,60.4219,0
100,24.7,30,18,30,30,130,0.18,51.6897,27176,43.2937,2056.61,55.6036,6.12049,46.3391,6.1119,60.424,0
